IP地址,端口,TLS,数据中心,地区,城市,网络延迟
1.36.250.1,18666,true,HKG,Asia Pacific,Hong Kong,60 ms
221.127.15.96,16134,true,HKG,Asia Pacific,Hong Kong,60 ms
8.217.147.230,8443,true,HKG,Asia Pacific,Hong Kong,60 ms
47.57.137.42,443,true,HKG,Asia Pacific,Hong Kong,60 ms
47.243.70.197,8443,true,HKG,Asia Pacific,Hong Kong,61 ms
42.3.8.158,10382,true,HKG,Asia Pacific,Hong Kong,61 ms
154.3.36.44,24008,true,HKG,Asia Pacific,Hong Kong,61 ms
223.16.251.244,31539,true,HKG,Asia Pacific,Hong Kong,61 ms
203.196.9.87,7223,true,HKG,Asia Pacific,Hong Kong,61 ms
47.243.93.216,2505,true,HKG,Asia Pacific,Hong Kong,61 ms
103.103.245.45,2099,true,HKG,Asia Pacific,Hong Kong,61 ms
42.3.8.158,11250,true,HKG,Asia Pacific,Hong Kong,61 ms
103.103.245.45,2098,true,HKG,Asia Pacific,Hong Kong,62 ms
221.127.15.96,15539,true,HKG,Asia Pacific,Hong Kong,62 ms
61.238.103.106,12268,true,HKG,Asia Pacific,Hong Kong,62 ms
47.56.144.190,443,true,HKG,Asia Pacific,Hong Kong,62 ms
45.145.228.82,19981,true,HKG,Asia Pacific,Hong Kong,62 ms
103.251.89.56,1001,true,HKG,Asia Pacific,Hong Kong,62 ms
223.16.251.244,23524,true,HKG,Asia Pacific,Hong Kong,63 ms
178.253.53.156,10060,true,HKG,Asia Pacific,Hong Kong,63 ms
161.81.167.12,39895,true,HKG,Asia Pacific,Hong Kong,63 ms
61.238.103.106,12141,true,HKG,Asia Pacific,Hong Kong,63 ms
206.237.16.171,10000,true,HKG,Asia Pacific,Hong Kong,63 ms
161.81.145.163,31334,true,HKG,Asia Pacific,Hong Kong,64 ms
206.237.22.42,34237,true,HKG,Asia Pacific,Hong Kong,66 ms
38.47.106.137,20412,true,HKG,Asia Pacific,Hong Kong,67 ms
47.75.122.158,443,true,HKG,Asia Pacific,Hong Kong,67 ms
38.47.103.159,2096,true,HKG,Asia Pacific,Hong Kong,69 ms
203.124.12.70,12443,true,HKG,Asia Pacific,Hong Kong,77 ms
113.255.46.174,12352,true,HKG,Asia Pacific,Hong Kong,82 ms
194.29.187.200,9002,true,TPE,Asia Pacific,Taipei,109 ms
194.29.187.200,8443,true,HKG,Asia Pacific,Hong Kong,109 ms
154.41.216.166,10005,true,HKG,Asia Pacific,Hong Kong,109 ms
194.29.187.200,9000,true,HKG,Asia Pacific,Hong Kong,109 ms
154.41.216.166,10004,true,HKG,Asia Pacific,Hong Kong,110 ms
103.73.67.54,234,true,HKG,Asia Pacific,Hong Kong,110 ms
216.250.97.197,8080,true,HKG,Asia Pacific,Hong Kong,110 ms
154.41.216.166,10002,true,HKG,Asia Pacific,Hong Kong,111 ms
154.41.216.166,10003,true,HKG,Asia Pacific,Hong Kong,111 ms
202.81.231.150,443,true,HKG,Asia Pacific,Hong Kong,112 ms
154.41.216.166,10001,true,HKG,Asia Pacific,Hong Kong,112 ms
118.193.34.158,10001,true,SIN,Asia Pacific,Singapore,116 ms
45.126.124.112,8443,true,HKG,Asia Pacific,Hong Kong,142 ms
38.181.76.119,11279,true,HKG,Asia Pacific,Hong Kong,142 ms
89.185.31.18,30000,true,HKG,Asia Pacific,Hong Kong,143 ms
45.126.124.112,2053,true,HKG,Asia Pacific,Hong Kong,153 ms
103.180.28.239,48138,true,HKG,Asia Pacific,Hong Kong,153 ms
191.96.242.161,55555,true,HKG,Asia Pacific,Hong Kong,154 ms
38.150.14.168,6080,true,HKG,Asia Pacific,Hong Kong,154 ms
38.207.142.184,10001,true,HKG,Asia Pacific,Hong Kong,155 ms
152.32.211.127,443,true,LAX,North America,Los Angeles,200 ms
152.32.130.241,443,true,LAX,North America,Los Angeles,201 ms
152.32.239.228,443,true,LAX,North America,Los Angeles,201 ms
212.59.90.90,443,true,SJC,North America,San Jose,225 ms
221.124.86.28,25678,true,HKG,Asia Pacific,Hong Kong,232 ms
45.8.186.153,22213,true,HKG,Asia Pacific,Hong Kong,244 ms
91.229.132.21,2096,true,HKG,Asia Pacific,Hong Kong,247 ms
167.179.32.53,443,true,IAD,North America,Ashburn,264 ms
38.47.107.28,2096,true,HKG,Asia Pacific,Hong Kong,358 ms
